usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,class,group,acceptedUsageKey,synonym,note
2667664.0,Calliblepharis jubata,Calliblepharis jubata,SPECIES,ACCEPTED,98,EXACT,Plantae,Rhodophyta,Gigartinales,Cystocloniaceae,Calliblepharis,Calliblepharis jubata,6.0,106.0,342.0,1400.0,4932.0,2667661.0,2667664.0,Florideophyceae,Calliblepharis jubata,,,
5279220.0,Catenella caespitosa (With.) L.M.Irvine,Catenella caespitosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Caulacanthaceae,Catenella,Catenella caespitosa,6.0,106.0,342.0,1400.0,4927.0,2666512.0,5279220.0,Florideophyceae,Catenella caespitosa,,,
2642878.0,Caulerpa lentillifera J.Ag.,Caulerpa lentillifera,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa lentillifera,6.0,36.0,195.0,625.0,4674.0,2642861.0,2642878.0,Ulvophyceae,Caulerpa lentillifera,,,
2643172.0,Caulerpa taxifolia (M.Vahl) C.Agardh,Caulerpa taxifolia,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa taxifolia,6.0,36.0,195.0,625.0,4674.0,2642861.0,2643172.0,Ulvophyceae,Caulerpa taxifolia,,,
5277182.0,Ceramium tenuicorne (Kützing) Waern,Ceramium tenuicorne,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Ceramiales,Ceramiaceae,Ceramium,Ceramium tenuicorne,6.0,106.0,342.0,665.0,8968.0,10480745.0,5277182.0,Florideophyceae,Ceramium tenuicorne,,,
4275388.0,Chaetoceros muelleri Lemmermann,Chaetoceros muelleri,SPECIES,ACCEPTED,98,EXACT,Chromista,Ochrophyta,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros muelleri,4.0,98.0,7947184.0,1096.0,7144.0,3192923.0,4275388.0,Bacillariophyceae,Chaetoceros muelleri,,,
2644592.0,Chaetomorpha linum (O.F.Müll.) Kütz.,Chaetomorpha linum,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Cladophorales,Cladophoraceae,Chaetomorpha,Chaetomorpha linum,6.0,36.0,195.0,1362.0,4854.0,8343734.0,2644592.0,Ulvophyceae,Chaetomorpha linum,,,
5270956.0,"Chlorella sorokiniana Shihira & Krauss, 1965",Chlorella sorokiniana,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella sorokiniana,6.0,36.0,332.0,1359.0,4852.0,2638467.0,5270956.0,Trebouxiophyceae,Chlorella sorokiniana,,,
5270961.0,Chlorella vulgaris Beij.,Chlorella vulgaris,SPECIES,ACCEPTED,98,EXACT,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella vulgaris,6.0,36.0,332.0,1359.0,4852.0,2638467.0,5270961.0,Trebouxiophyceae,Chlorella vulgaris,,,
5279140.0,Chondracanthus acicularis (Roth) Fredericq,Chondracanthus acicularis,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Gigartinaceae,Chondracanthus,Chondracanthus acicularis,6.0,106.0,342.0,1400.0,9003.0,2666045.0,5279140.0,Florideophyceae,Chondracanthus acicularis,,,
8037811.0,Chondracanthus teedei (Mertens ex Roth) Fredericq,Chondracanthus teedei,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Gigartinaceae,Chondracanthus,Chondracanthus teedei,6.0,106.0,342.0,1400.0,9003.0,2666045.0,8037811.0,Florideophyceae,Chondracanthus teedei,,,
5279115.0,Chondrus crispus Stackhouse,Chondrus crispus,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,6.0,106.0,342.0,1400.0,9003.0,2665986.0,5279115.0,Florideophyceae,Chondrus crispus,,,
3195749.0,Chorda filum (L.) Stackh.,Chorda filum,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Laminariales,Chordaceae,Chorda,Chorda filum,4.0,98.0,7073593.0,560.0,3762.0,3195747.0,3195749.0,Phaeophyceae,Chorda filum,,,
5422988.0,Chordaria flagelliformis (O.F.Müll.) C.Agardh,Chordaria flagelliformis,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Ectocarpales,Chordariaceae,Chordaria,Chordaria flagelliformis,4.0,98.0,7073593.0,1181.0,7727.0,3198648.0,5422988.0,Phaeophyceae,Chordaria flagelliformis,,,
5272770.0,Cladophora glomerata (L.) Kütz.,Cladophora glomerata,SPECIES,ACCEPTED,98,EXACT,Plantae,Chlorophyta,Cladophorales,Cladophoraceae,Cladophora,Cladophora glomerata,6.0,36.0,195.0,1362.0,4854.0,2643712.0,5272770.0,Ulvophyceae,Cladophora glomerata,,,
5272898.0,Cladophora rupestris (L.) Kütz.,Cladophora rupestris,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Cladophorales,Cladophoraceae,Cladophora,Cladophora rupestris,6.0,36.0,195.0,1362.0,4854.0,2643712.0,5272898.0,Ulvophyceae,Cladophora rupestris,,,
3198562.0,Cladosiphon okamuranus Tokida,Cladosiphon okamuranus,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Ectocarpales,Chordariaceae,Cladosiphon,Cladosiphon okamuranus,4.0,98.0,7073593.0,1181.0,7727.0,3198544.0,3198562.0,Phaeophyceae,Cladosiphon okamuranus,,,
2667249.0,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,Coccotylus truncatus,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Phyllophoraceae,Coccotylus,Coccotylus truncatus,6.0,106.0,342.0,1400.0,4941.0,2667248.0,2667249.0,Florideophyceae,Coccotylus truncatus,,,
5272096.0,Codium fragile (Suringar) Har.,Codium fragile,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium fragile,6.0,36.0,195.0,625.0,8776.0,2642664.0,5272096.0,Ulvophyceae,Codium fragile,,,
5272167.0,Codium tomentosum Stackh.,Codium tomentosum,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium tomentosum,6.0,36.0,195.0,625.0,8776.0,2642664.0,5272167.0,Ulvophyceae,Codium tomentosum,,,
3197970.0,Colpomenia peregrina Sauv.,Colpomenia peregrina,SPECIES,ACCEPTED,97,EXACT,Chromista,Ochrophyta,Scytosiphonales,Scytosiphonaceae,Colpomenia,Colpomenia peregrina,4.0,98.0,7073593.0,1309.0,8501.0,3197954.0,3197970.0,Phaeophyceae,Colpomenia peregrina,,,
5276013.0,Corallina officinalis L.,Corallina officinalis,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Corallinales,Corallinaceae,Corallina,Corallina officinalis,6.0,106.0,342.0,670.0,4919.0,2654833.0,5276013.0,Florideophyceae,Corallina officinalis,,,
2668944.0,Cyanidium caldarium (J.Tilden) L.Geitler,Cyanidium caldarium,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Cyanidiales,Cyanidiaceae,Cyanidium,Cyanidium caldarium,6.0,106.0,334.0,1367.0,5351.0,2668941.0,2668944.0,Cyanidiophyceae,Cyanidium caldarium,,,
2661972.0,Delesseria sanguinea (Hudson) J.V.Lamouroux,Delesseria sanguinea,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Ceramiales,Delesseriaceae,Delesseria,Delesseria sanguinea,6.0,106.0,342.0,665.0,4894.0,2661948.0,2661972.0,Florideophyceae,Delesseria sanguinea,,,
5423614.0,Dictyopteris polypodioides (DC.) J.V.Lamour.,Dictyopteris polypodioides,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyopteris,Dictyopteris polypodioides,4.0,98.0,7073593.0,1180.0,7725.0,3200498.0,5423614.0,Phaeophyceae,Dictyopteris polypodioides,,,
7847644.0,Dictyosiphon foeniculaceus (Huds.) Grev.,Dictyosiphon foeniculaceus,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Ectocarpales,Chordariaceae,Dictyosiphon,Dictyosiphon foeniculaceus,4.0,98.0,7073593.0,1181.0,7727.0,8116446.0,7847644.0,Phaeophyceae,Dictyosiphon foeniculaceus,,,
5423480.0,Dictyota dichotoma (Huds.) J.V.Lamour.,Dictyota dichotoma,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota dichotoma,4.0,98.0,7073593.0,1180.0,7725.0,3200250.0,5423480.0,Phaeophyceae,Dictyota dichotoma,,,
2667034.0,Dilsea carnosa (Schmidel) Kuntze,Dilsea carnosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Dumontiaceae,Dilsea,Dilsea carnosa,6.0,106.0,342.0,1400.0,9001.0,2667031.0,2667034.0,Florideophyceae,Dilsea carnosa,,,
5279349.0,Dumontia contorta (S.G.Gmelin) Ruprecht,Dumontia contorta,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Dumontiaceae,Dumontia,Dumontia contorta,6.0,106.0,342.0,1400.0,9001.0,2667057.0,5279349.0,Florideophyceae,Dumontia contorta,,,
2687984.0,"Dunaliella salina (Dunal) Teodoresco, 1905",Dunaliella salina,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Volvocales,Dunaliellaceae,Dunaliella,Dunaliella salina,6.0,36.0,329.0,632.0,8817.0,2687976.0,2687984.0,Chlorophyceae,Dunaliella salina,,,
3197450.0,Durvillaea antarctica (Cham.) Har.,Durvillaea antarctica,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Durvillaeaceae,Durvillaea,Durvillaea antarctica,4.0,98.0,7073593.0,1182.0,7730.0,3197446.0,3197450.0,Phaeophyceae,Durvillaea antarctica,,,
,,,,,100,NONE,,,,,,,,,,,,,,,Ecklonia cava,,False,
3199521.0,Ectocarpus siliculosus (Dillwyn) Lyngb.,Ectocarpus siliculosus,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Ectocarpales,Ectocarpaceae,Ectocarpus,Ectocarpus siliculosus,4.0,98.0,7073593.0,1181.0,3756.0,3199447.0,3199521.0,Phaeophyceae,Ectocarpus siliculosus,,,
,,,,,100,NONE,,,,,,,,,,,,,,,Eisenia bicyclis,,False,
2661869.0,Erythroglossum laciniatum (Lightfoot) Maggs & Hommersand,Erythroglossum laciniatum,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Ceramiales,Delesseriaceae,Erythroglossum,Erythroglossum laciniatum,6.0,106.0,342.0,665.0,4894.0,2661854.0,2661869.0,Florideophyceae,Erythroglossum laciniatum,,,
2668123.0,"Eucheuma denticulatum (N.L.Burman) F.S.Collins & Hervey, 1917",Eucheuma denticulatum,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Solieriaceae,Eucheuma,Eucheuma denticulatum,6.0,106.0,342.0,1400.0,3234991.0,2668102.0,2668123.0,Florideophyceae,Eucheuma denticulatum,,,
2668108.0,"Eucheuma horridum J.Agardh, 1852",Eucheuma horridum,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Solieriaceae,Eucheuma,Eucheuma horridum,6.0,106.0,342.0,1400.0,3234991.0,2668102.0,2668108.0,Florideophyceae,Eucheuma horridum,,,
7465722.0,Euglena gracilis G.A.Klebs,Euglena gracilis,SPECIES,ACCEPTED,99,EXACT,Protozoa,Euglenozoa,Euglenida,Euglenaceae,Euglena,Euglena gracilis,7.0,41.0,7391750.0,7885652.0,9158.0,7446037.0,7465722.0,Euglenoidea,Euglena gracilis,,,
3196291.0,Fucus ceranoides L.,Fucus ceranoides,SPECIES,ACCEPTED,97,EXACT,Chromista,Ochrophyta,Fucales,Fucaceae,Fucus,Fucus ceranoides,4.0,98.0,7073593.0,1182.0,9641.0,7832266.0,3196291.0,Phaeophyceae,Fucus ceranoides,,,
3196407.0,Fucus distichus subsp. evanescens (C.Agardh) H.T.Powell,Fucus distichus evanescens,SUBSPECIES,SYNONYM,98,EXACT,Chromista,Ochrophyta,Fucales,Fucaceae,Fucus,Fucus evanescens,4.0,98.0,7073593.0,1182.0,9641.0,7832266.0,3196387.0,Phaeophyceae,Fucus distichus subsp. evanescens,3196387.0,,
3196387.0,Fucus evanescens C.Agardh,Fucus evanescens,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Fucaceae,Fucus,Fucus evanescens,4.0,98.0,7073593.0,1182.0,9641.0,7832266.0,3196387.0,Phaeophyceae,Fucus evanescens,,,
3196437.0,Fucus serratus L.,Fucus serratus,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Fucaceae,Fucus,Fucus serratus,4.0,98.0,7073593.0,1182.0,9641.0,7832266.0,3196437.0,Phaeophyceae,Fucus serratus,,,
3196369.0,Fucus spiralis L.,Fucus spiralis,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Fucaceae,Fucus,Fucus spiralis,4.0,98.0,7073593.0,1182.0,9641.0,7832266.0,3196369.0,Phaeophyceae,Fucus spiralis,,,
8222574.0,Fucus vesiculosus L.,Fucus vesiculosus,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Fucaceae,Fucus,Fucus vesiculosus,4.0,98.0,7073593.0,1182.0,9641.0,7832266.0,8222574.0,Phaeophyceae,Fucus vesiculosus,,,
2666910.0,Furcellaria lumbricalis (Hudson) J.V.Lamouroux,Furcellaria lumbricalis,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Furcellariaceae,Furcellaria,Furcellaria lumbricalis,6.0,106.0,342.0,1400.0,4933.0,2666909.0,2666910.0,Florideophyceae,Furcellaria lumbricalis,,,
2663047.0,Gelidiella acerosa (Forssk.) Feldmann & G.Hamel,Gelidiella acerosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gelidiales,Gelidiellaceae,Gelidiella,Gelidiella acerosa,6.0,106.0,342.0,1398.0,8998.0,2663015.0,2663047.0,Florideophyceae,Gelidiella acerosa,,,
2662801.0,Gelidium amansii,Gelidium amansii,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gelidiales,Gelidiaceae,Gelidium,Gelidium amansii,6.0,106.0,342.0,1398.0,4921.0,9460134.0,2662801.0,Florideophyceae,Gelidium amansii,,,
2662882.0,Gelidium corneum (Huds.) J.V.Lamour.,Gelidium corneum,SPECIES,SYNONYM,98,EXACT,Plantae,Rhodophyta,Gelidiales,Gelidiaceae,Gelidium,Gelidium spinosum,6.0,106.0,342.0,1398.0,4921.0,9460134.0,2662738.0,Florideophyceae,Gelidium corneum,2662738.0,,
2662702.0,"Gelidium microdon Kützing, 1849",Gelidium microdon,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gelidiales,Gelidiaceae,Gelidium,Gelidium microdon,6.0,106.0,342.0,1398.0,4921.0,9460134.0,2662702.0,Florideophyceae,Gelidium microdon,,,
2662738.0,Gelidium spinosum (S.G.Gmelin) P.C.Silva,Gelidium spinosum,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gelidiales,Gelidiaceae,Gelidium,Gelidium spinosum,6.0,106.0,342.0,1398.0,4921.0,9460134.0,2662738.0,Florideophyceae,Gelidium spinosum,,,
2666168.0,Gigartina pistillata (S.G.Gmel.) Stackh.,Gigartina pistillata,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gigartinales,Gigartinaceae,Gigartina,Gigartina pistillata,6.0,106.0,342.0,1400.0,9003.0,2666110.0,2666168.0,Florideophyceae,Gigartina pistillata,,,
5278945.0,"Gracilaria bursa-pastoris (S.G.Gmelin) P.C.Silva, 1952",Gracilaria bursa-pastoris,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gracilariales,Gracilariaceae,Gracilaria,Gracilaria bursa-pastoris,6.0,106.0,342.0,1401.0,4944.0,2665450.0,5278945.0,Florideophyceae,Gracilaria bursa-pastoris,,,
5278820.0,Gracilaria corticata (J.Agardh) J.Agardh,Gracilaria corticata,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gracilariales,Gracilariaceae,Gracilaria,Gracilaria corticata,6.0,106.0,342.0,1401.0,4944.0,2665450.0,5278820.0,Florideophyceae,Gracilaria corticata,,,
5278844.0,"Gracilaria gracilis (Stackhouse) Steentoft, L.M.Irvine & Farnham",Gracilaria gracilis,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gracilariales,Gracilariaceae,Gracilaria,Gracilaria gracilis,6.0,106.0,342.0,1401.0,4944.0,2665450.0,5278844.0,Florideophyceae,Gracilaria gracilis,,,
5278909.0,Gracilaria multipartita (Clemente) Harvey,Gracilaria multipartita,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gracilariales,Gracilariaceae,Gracilaria,Gracilaria multipartita,6.0,106.0,342.0,1401.0,4944.0,2665450.0,5278909.0,Florideophyceae,Gracilaria multipartita,,,
5278964.0,Gracilaria vermiculophylla (Ohmi) Papenfuss,Gracilaria vermiculophylla,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gracilariales,Gracilariaceae,Gracilaria,Gracilaria vermiculophylla,6.0,106.0,342.0,1401.0,4944.0,2665450.0,5278964.0,Florideophyceae,Gracilaria vermiculophylla,,,
2665870.0,"Gracilariopsis longissima (S.G.Gmelin) M.Steentoft, L.M.Irvine & W.F.Farnham",Gracilariopsis longissima,SPECIES,SYNONYM,98,EXACT,Plantae,Rhodophyta,Gracilariales,Gracilariaceae,Gracilaria,Gracilaria longissima,6.0,106.0,342.0,1401.0,4944.0,2665450.0,5729951.0,Florideophyceae,Gracilariopsis longissima,5729951.0,,
8087963.0,"Graesiella emersonii (Shihara & R.W.Krauss) H.Nozaki, M.Katagiri, M.Nakagawa, K.Aizawa & M.M.Watanabe, 1995",Graesiella emersonii,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Chlamydomonadales,Scotiellocystoidaceae,Graesiella,Graesiella emersonii,6.0,36.0,329.0,8223403.0,6784766.0,2638464.0,8087963.0,Chlorophyceae,Graesiella emersonii,,,
,,,,,100,NONE,,,,,,,,,,,,,,,Grateloupia proteus,,False,
2658889.0,Grateloupia turuturu Yamada,Grateloupia turuturu,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Halymeniales,Halymeniaceae,Grateloupia,Grateloupia turuturu,6.0,106.0,342.0,1402.0,9026.0,9535936.0,2658889.0,Florideophyceae,Grateloupia turuturu,,,
5271011.0,Haematococcus lacustris (Girod-Chantrans) Rostafinski,Haematococcus lacustris,SPECIES,ACCEPTED,99,EXACT,Plantae,Chlorophyta,Volvocales,Haematococcaceae,Haematococcus,Haematococcus lacustris,6.0,36.0,329.0,632.0,4848.0,2638796.0,5271011.0,Chlorophyceae,Haematococcus lacustris,,,
5271012.0,Haematococcus pluvialis Flot.,Haematococcus pluvialis,SPECIES,SYNONYM,98,EXACT,Plantae,Chlorophyta,Volvocales,Haematococcaceae,Haematococcus,Haematococcus lacustris,6.0,36.0,329.0,632.0,4848.0,2638796.0,5271011.0,Chlorophyceae,Haematococcus pluvialis,5271011.0,,
5422716.0,Halidrys siliquosa (L.) Lyngb.,Halidrys siliquosa,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Sargassaceae,Halidrys,Halidrys siliquosa,4.0,98.0,7073593.0,1182.0,7733.0,8082072.0,5422716.0,Phaeophyceae,Halidrys siliquosa,,,
2658992.0,Heterosiphonia plumosa (J.Ellis) Batters,Heterosiphonia plumosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Ceramiales,Dasyaceae,Heterosiphonia,Heterosiphonia plumosa,6.0,106.0,342.0,665.0,4893.0,2658984.0,2658992.0,Florideophyceae,Heterosiphonia plumosa,,,
2665377.0,Hildenbrandia rubra (Sommerfelt) Meneghini,Hildenbrandia rubra,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra,6.0,106.0,342.0,672.0,9028.0,2665375.0,2665377.0,Florideophyceae,Hildenbrandia rubra,,,
3197836.0,Himanthalia elongata (L.) Gray,Himanthalia elongata,SPECIES,ACCEPTED,99,EXACT,Chromista,Ochrophyta,Fucales,Himanthaliaceae,Himanthalia,Himanthalia elongata,4.0,98.0,7073593.0,1182.0,3759.0,3197835.0,3197836.0,Phaeophyceae,Himanthalia elongata,,,
2665786.0,"Hydropuntia edulis (S.G.Gmelin) Gurgel & Fredericq, 2004",Hydropuntia edulis,SPECIES,ACCEPTED,99,EXACT,Plantae,Rhodophyta,Gracilariales,Gracilariaceae,Hydropuntia,Hydropuntia edulis,6.0,106.0,342.0,1401.0,4944.0,2665779.0,2665786.0,Florideophyceae,Hydropuntia edulis,,,
